## Positive roots in the root system D13.
## Number of positive roots = n(n-1) = 156.
31 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]
32 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
33 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
34 )  [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]
35 )  [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]
36 )  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
37 )  [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
38 )  [0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
39 )  [0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
40 )  [0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
41 )  [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]
42 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]
43 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]
44 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]
45 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]
46 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]
47 )  [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
48 )  [1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
49 )  [0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
50 )  [0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
51 )  [0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
52 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
53 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
54 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0]
55 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]
56 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]
57 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
58 )  [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1]
59 )  [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
60 )  [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
61 )  [0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
62 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
63 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]
64 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]
65 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]
66 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]
67 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
68 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 1]
69 )  [1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]
70 )  [0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
71 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
72 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
73 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]
74 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]
75 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]
76 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
77 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 1]
78 )  [0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1]
79 )  [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
80 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
81 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
82 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
83 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]
84 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]
85 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]
86 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 1, 1]
87 )  [0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 1, 1]
88 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
89 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
90 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
91 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
92 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]
93 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
94 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 1]
95 )  [0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 1, 1]
96 )  [0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 1, 1]
97 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
98 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
99 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
100 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]
101 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
102 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1]
103 )  [0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 1, 1]
104 )  [0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 1, 1]
105 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]
106 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
107 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]
108 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
109 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
110 )  [0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1]
111 )  [0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 1, 1]
112 )  [0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 1, 1]
113 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]
114 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]
115 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
116 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
117 )  [0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
118 )  [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1]
119 )  [0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 1, 1]
120 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
121 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
122 )  [0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
123 )  [0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]
124 )  [0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 1, 1]
125 )  [0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 1, 1]
126 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]
127 )  [0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
128 )  [0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]
129 )  [0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]
130 )  [0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 1, 1]
131 )  [1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]
132 )  [0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]
133 )  [0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]
134 )  [0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1]
135 )  [0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 1, 1]
136 )  [1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]
137 )  [0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]
138 )  [0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1]
139 )  [0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1]
140 )  [1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]
141 )  [0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1]
142 )  [0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1]
143 )  [0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1]
144 )  [1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1]
145 )  [0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1]
146 )  [0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1]
147 )  [1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1]
148 )  [0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1]
149 )  [0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
150 )  [1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1]
151 )  [0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
152 )  [1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
153 )  [0, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
154 )  [1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
155 )  [1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
